id,배지 이름,세계관 기반 설명문,배지 타입,희귀도,거리(km),고도(m),속도(km/h),온도(°C),시간(분),연속(일),주기_조건,특수조건
490,5월: 푸른 바람의 기수,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(월간),rare,,,,,,,5월,월 누적 20km
491,5월: 푸른 바람의 기수,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(월간),legendary,,,,,,,5월,월 누적 30km
492,5월: 푸른 바람의 기수,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(월간),mythic,,,,,,,5월,월 누적 40km
493,6월: 초여름의 전령,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(월간),common,,,,,,,6월,월 누적 10km
494,6월: 초여름의 전령,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(월간),rare,,,,,,,6월,월 누적 20km
495,6월: 초여름의 전령,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(월간),legendary,,,,,,,6월,월 누적 30km
496,6월: 초여름의 전령,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(월간),mythic,,,,,,,6월,월 누적 40km
497,7월: 폭염의 투사,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(월간),common,,,,,,,7월,월 누적 10km
498,7월: 폭염의 투사,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(월간),rare,,,,,,,7월,월 누적 20km
499,7월: 폭염의 투사,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(월간),legendary,,,,,,,7월,월 누적 30km
500,7월: 폭염의 투사,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(월간),mythic,,,,,,,7월,월 누적 40km
501,8월: 열대야의 그림자,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(월간),common,,,,,,,8월,월 누적 10km
502,8월: 열대야의 그림자,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(월간),rare,,,,,,,8월,월 누적 20km
503,8월: 열대야의 그림자,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(월간),legendary,,,,,,,8월,월 누적 30km
504,8월: 열대야의 그림자,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(월간),mythic,,,,,,,8월,월 누적 40km
505,9월: 가을비의 낭만,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(월간),common,,,,,,,9월,월 누적 10km
506,9월: 가을비의 낭만,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(월간),rare,,,,,,,9월,월 누적 20km
507,9월: 가을비의 낭만,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(월간),legendary,,,,,,,9월,월 누적 30km
508,9월: 가을비의 낭만,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(월간),mythic,,,,,,,9월,월 누적 40km
509,10월: 단풍의 추적자,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(월간),common,,,,,,,10월,월 누적 10km
510,10월: 단풍의 추적자,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(월간),rare,,,,,,,10월,월 누적 20km
511,10월: 단풍의 추적자,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(월간),legendary,,,,,,,10월,월 누적 30km
512,10월: 단풍의 추적자,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(월간),mythic,,,,,,,10월,월 누적 40km
513,11월: 낙엽의 순례자,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(월간),common,,,,,,,11월,월 누적 10km
514,11월: 낙엽의 순례자,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(월간),rare,,,,,,,11월,월 누적 20km
515,11월: 낙엽의 순례자,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(월간),legendary,,,,,,,11월,월 누적 30km
516,11월: 낙엽의 순례자,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(월간),mythic,,,,,,,11월,월 누적 40km
517,12월: 연말의 마에스트로,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(월간),common,,,,,,,12월,월 누적 10km
518,12월: 연말의 마에스트로,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(월간),rare,,,,,,,12월,월 누적 20km
519,12월: 연말의 마에스트로,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(월간),legendary,,,,,,,12월,월 누적 30km
520,12월: 연말의 마에스트로,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(월간),mythic,,,,,,,12월,월 누적 40km
521,봄바람의 추적자,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
522,봄바람의 추적자,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
523,봄바람의 추적자,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
524,봄바람의 추적자,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
525,여름비의 무희,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
526,여름비의 무희,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
527,여름비의 무희,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
528,여름비의 무희,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
529,가을 단풍의 방랑자,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(시즌),common,,,,,,,,시즌 내 활동 5회
530,가을 단풍의 방랑자,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
531,가을 단풍의 방랑자,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
532,가을 단풍의 방랑자,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
533,겨울눈의 파수꾼,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
534,겨울눈의 파수꾼,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
535,겨울눈의 파수꾼,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
536,겨울눈의 파수꾼,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
537,새해의 각성,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
538,새해의 각성,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
539,새해의 각성,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
540,새해의 각성,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
541,춘분의 온기,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
542,춘분의 온기,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
543,춘분의 온기,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
544,춘분의 온기,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
545,하지의 열정,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
546,하지의 열정,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
547,하지의 열정,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
548,하지의 열정,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
549,추분의 고독,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(시즌),common,,,,,,,,시즌 내 활동 5회
550,추분의 고독,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
551,추분의 고독,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
552,추분의 고독,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
553,동지의 심연,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
554,동지의 심연,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
555,동지의 심연,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
556,동지의 심연,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
557,사계절의 정복자,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(시즌),common,,,,,,,,시즌 내 활동 5회
558,사계절의 정복자,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(시즌),rare,,,,,,,,시즌 내 활동 10회
559,사계절의 정복자,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(시즌),legendary,,,,,,,,시즌 내 활동 15회
560,사계절의 정복자,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(시즌),mythic,,,,,,,,시즌 내 활동 20회
561,금요일의 해방,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
562,금요일의 해방,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(주말),rare,,,,,,,,주말 누적 4시간
563,금요일의 해방,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
564,금요일의 해방,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(주말),mythic,,,,,,,,주말 누적 8시간
565,토요일의 열기,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
566,토요일의 열기,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(주말),rare,,,,,,,,주말 누적 4시간
567,토요일의 열기,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
568,토요일의 열기,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(주말),mythic,,,,,,,,주말 누적 8시간
569,일요일의 안식,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(주말),common,,,,,,,,주말 누적 2시간
570,일요일의 안식,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(주말),rare,,,,,,,,주말 누적 4시간
571,일요일의 안식,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
572,일요일의 안식,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(주말),mythic,,,,,,,,주말 누적 8시간
573,주말의 지배자,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
574,주말의 지배자,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(주말),rare,,,,,,,,주말 누적 4시간
575,주말의 지배자,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
576,주말의 지배자,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(주말),mythic,,,,,,,,주말 누적 8시간
577,휴일의 낭만,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
578,휴일의 낭만,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(주말),rare,,,,,,,,주말 누적 4시간
579,휴일의 낭만,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(주말),legendary,,,,,,,,주말 누적 6시간
580,휴일의 낭만,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(주말),mythic,,,,,,,,주말 누적 8시간
581,불타는 주말,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
582,불타는 주말,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(주말),rare,,,,,,,,주말 누적 4시간
583,불타는 주말,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
584,불타는 주말,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(주말),mythic,,,,,,,,주말 누적 8시간
585,여유로운 발걸음,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
586,여유로운 발걸음,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(주말),rare,,,,,,,,주말 누적 4시간
587,여유로운 발걸음,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
588,여유로운 발걸음,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(주말),mythic,,,,,,,,주말 누적 8시간
589,심야의 도주,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(주말),common,,,,,,,,주말 누적 2시간
590,심야의 도주,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(주말),rare,,,,,,,,주말 누적 4시간
591,심야의 도주,전설의 루트 '블랙 트랙'을 누비는 아스팔트 레인저들의 거친 숨결이 이 궤적에 고스란히 담겨 있습니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
592,심야의 도주,당신의 성실한 발걸음에 감탄한 숲속의 갱단이 은밀한 '그루터기 살롱'의 길을 열어줄지도 모릅니다.,기간제(주말),mythic,,,,,,,,주말 누적 8시간
593,아침의 상쾌함,환상의 뷰포인트 '매직 아워 25시'를 향해 달리는 셔터 마피아들도 당신의 완벽한 궤적엔 찬사를 보냅니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
594,아침의 상쾌함,"심야의 암시장 '카본 앨리'에서도 쉽게 거래되지 않을, 오직 당신의 엔진만으로 이뤄낸 값진 성과입니다.",기간제(주말),rare,,,,,,,,주말 누적 4시간
595,아침의 상쾌함,자유의 성지 '벙커 18:01'에 도착한 오피스 탈주닌자들과 함께 축배를 들 만한 훌륭한 땀방울입니다.,기간제(주말),legendary,,,,,,,,주말 누적 6시간
596,아침의 상쾌함,환상의 음료가 담긴 '오아시스 자판기'를 찾아 헤매는 포션 연금술사들도 이 폭발적인 에너지에는 혀를 내두릅니다.,기간제(주말),mythic,,,,,,,,주말 누적 8시간
597,주말의 마침표,분실물 센터 '999'의 문이 열린 걸까요? 아날로그 수집가들이 탐낼 만한 행운이 깃든 낡고 귀한 기록입니다.,기간제(주말),common,,,,,,,,주말 누적 2시간
598,주말의 마침표,"마의 결계 '섬데이'를 산산조각 내고 침대의 중력을 완전히 이겨낸, 위대하고 눈부신 승리입니다.",기간제(주말),rare,,,,,,,,주말 누적 4시간
599,주말의 마침표,"숨이 턱 끝까지 차오르는 순간, 무의식의 차원 '화이트 룸'의 문고리를 거머쥔 초월적이고 환상적인 기록입니다.",기간제(주말),legendary,,,,,,,,주말 누적 6시간
600,주말의 마침표,달콤한 냄새가 밴 이 파편은 환상의 푸드트럭 '무명(無名)'을 쫓는 미식가들의 발자취와 겹쳐집니다.,기간제(주말),mythic,,,,,,,,주말 누적 8시간
